model,image_id,region,income_quintile,ground_truth,predicted,error_type,sem_similarity,ctx_similarity,confidence,raw_response
qwen_vl,5f1053289d62c5192b516fe9,as,Q3,bathroom privacy,toilet,correct,0.5253,0.5841,,Toilet
qwen_vl,5d4bf2e8cf0b3a0f3f359230,as,Q3,bathroom privacy,outhouse,misclassification,0.2528,0.5453,,outhouse
qwen_vl,5d4bf13ecf0b3a0f3f356376,as,Q3,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5d4bf2dacf0b3a0f3f359076,as,Q3,bathroom privacy,field,misclassification,0.0983,0.5217,,Field
qwen_vl,5d4bf183cf0b3a0f3f356a40,as,Q3,bathroom privacy,toilet,correct,0.5253,0.5841,,Toilet
qwen_vl,5d4bf2a2cf0b3a0f3f3589be,as,Q3,bathroom privacy,bathroom stalls,misclassification,0.4307,0.6294,,Bathroom stalls
qwen_vl,5d4bee91cf0b3a0f3f351a22,as,Q3,bathroom privacy,door hinge,misclassification,0.1401,0.5264,,Door hinge
qwen_vl,5d4be2dacf0b3a0f3f33d647,as,Q3,bathroom privacy,door with decorations,misclassification,0.2084,0.5158,,Door with decorations
qwen_vl,5d4bf130cf0b3a0f3f3561d6,as,Q3,bathroom privacy,bathroom,correct,0.6959,0.6872,,Bathroom
qwen_vl,5d4bf2b7cf0b3a0f3f358c44,as,Q3,bathroom privacy,public restroom,correct,0.7094,0.6637,,Public restroom
qwen_vl,5ec4f7def0611d7ddd7409d7,as,Q3,bathroom privacy,toilet,correct,0.5253,0.5841,,Toilet
qwen_vl,5d4be9cccf0b3a0f3f3494bc,as,Q3,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5d4be769cf0b3a0f3f345654,as,Q3,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5d4be0e6cf0b3a0f3f33a155,as,Q3,bathroom privacy,bathroom door,correct,0.5929,0.6318,,Bathroom door
qwen_vl,5d4be706cf0b3a0f3f344c02,as,Q3,bathroom privacy,wooden door,misclassification,0.2015,0.5266,,Wooden door
qwen_vl,5d4bf293cf0b3a0f3f3587f8,as,Q3,bathroom privacy,toilet,correct,0.5253,0.5841,,Toilet
qwen_vl,5d4be718cf0b3a0f3f344e3a,as,Q3,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5d4bf18ccf0b3a0f3f356b16,as,Q3,bathroom privacy,bathroom,correct,0.6959,0.6872,,Bathroom
qwen_vl,5d4bf295cf0b3a0f3f358838,as,Q3,bathroom privacy,wooden door,misclassification,0.2015,0.5266,,Wooden door
qwen_vl,5d4be7f4cf0b3a0f3f346581,as,Q3,bathroom privacy,bathroom,correct,0.6959,0.6872,,Bathroom
qwen_vl,5d4be2aecf0b3a0f3f33d1dd,as,Q3,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5d4bf40fcf0b3a0f3f35afe6,as,Q3,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5d4bf180cf0b3a0f3f3569d6,as,Q3,bathroom privacy,bathroom,correct,0.6959,0.6872,,Bathroom
qwen_vl,5d4be71ecf0b3a0f3f344ee4,as,Q3,bathroom privacy,kitchen door,misclassification,0.2993,0.5364,,Kitchen door
qwen_vl,5d4beb94cf0b3a0f3f34c7d4,as,Q3,bathroom privacy,bathroom,correct,0.6959,0.6872,,Bathroom
qwen_vl,5d4bf06bcf0b3a0f3f354e30,as,Q3,bathroom privacy,bathroom,correct,0.6959,0.6872,,Bathroom
qwen_vl,5d4bee83cf0b3a0f3f351874,as,Q3,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5d4be047cf0b3a0f3f338efc,as,Q3,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5d4be368cf0b3a0f3f33e3b7,as,Q3,bathroom privacy,bathroom,correct,0.6959,0.6872,,Bathroom
qwen_vl,5d4bf144cf0b3a0f3f35643c,as,Q3,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5d4be6f7cf0b3a0f3f344a3a,as,Q3,bathroom privacy,outhouse,misclassification,0.2528,0.5453,,outhouse
qwen_vl,5d4be6fccf0b3a0f3f344aea,as,Q3,bathroom privacy,outhouse,misclassification,0.2528,0.5453,,outhouse
qwen_vl,5d4bedc8cf0b3a0f3f350406,as,Q4,bathroom privacy,doors,misclassification,0.324,0.5727,,Doors
qwen_vl,5d4bea3dcf0b3a0f3f34a0ea,as,Q4,bathroom privacy,bathroom,correct,0.6959,0.6872,,Bathroom
qwen_vl,5d4bea3ecf0b3a0f3f34a108,as,Q4,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5d4bf2becf0b3a0f3f358d16,as,Q4,bathroom privacy,toilet,correct,0.5253,0.5841,,Toilet
qwen_vl,5d4bee8ccf0b3a0f3f351992,as,Q4,bathroom privacy,stained glass door,misclassification,0.1993,0.531,,Stained glass door
qwen_vl,5edf935c12a022021087e0fe,as,Q4,bathroom privacy,door with text,misclassification,0.2355,0.5241,,Door with text
qwen_vl,5d4be73ecf0b3a0f3f345190,as,Q4,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5d4be30fcf0b3a0f3f33daa9,as,Q4,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5d4be152cf0b3a0f3f33ade9,as,Q4,bathroom privacy,closed door,misclassification,0.2878,0.5555,,closed door
qwen_vl,5d4bdfc7cf0b3a0f3f3382aa,as,Q4,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5d4bf289cf0b3a0f3f3586d8,as,Q4,bathroom privacy,shower curtain,misclassification,0.3873,0.5566,,Shower curtain
qwen_vl,5d4bdfa0cf0b3a0f3f337f3d,as,Q4,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5d4bdff1cf0b3a0f3f338760,as,Q4,bathroom privacy,bathroom,correct,0.6959,0.6872,,Bathroom
qwen_vl,5d4be334cf0b3a0f3f33de6d,as,Q4,bathroom privacy,bathroom,correct,0.6959,0.6872,,Bathroom
qwen_vl,5d4bf2eacf0b3a0f3f35925c,as,Q4,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5d4be7fbcf0b3a0f3f34664b,as,Q4,bathroom privacy,bathroom,correct,0.6959,0.6872,,Bathroom
qwen_vl,5d4bf173cf0b3a0f3f356856,as,Q4,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5d4be0adcf0b3a0f3f339ab7,as,Q4,bathroom privacy,backyard scene,misclassification,0.213,0.5104,,Backyard scene
qwen_vl,5ec4f7fdf0611d7ddd740af0,as,Q4,bathroom privacy,bathroom,correct,0.6959,0.6872,,Bathroom
qwen_vl,5d4be12acf0b3a0f3f33a93f,as,Q5,bathroom privacy,bathroom,correct,0.6959,0.6872,,Bathroom
qwen_vl,5d4bf4aacf0b3a0f3f35bfe6,as,Q5,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5d4be81fcf0b3a0f3f346a53,as,Q5,bathroom privacy,bathroom,correct,0.6959,0.6872,,Bathroom
qwen_vl,5d4be115cf0b3a0f3f33a6cd,as,Q5,bathroom privacy,bathroom,correct,0.6959,0.6872,,Bathroom
qwen_vl,5d4bf2a7cf0b3a0f3f358a64,as,Q5,bathroom privacy,bathroom,correct,0.6959,0.6872,,Bathroom
qwen_vl,5d4bdffdcf0b3a0f3f338894,as,Q5,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5d4be710cf0b3a0f3f344d38,as,Q5,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5d4be0e8cf0b3a0f3f33a17d,as,Q5,bathroom privacy,bathroom,correct,0.6959,0.6872,,Bathroom
qwen_vl,5d4be63fcf0b3a0f3f343539,as,Q5,bathroom privacy,toilet,correct,0.5253,0.5841,,Toilet
qwen_vl,5d4be0a4cf0b3a0f3f3399b9,as,Q5,bathroom privacy,bathroom,correct,0.6959,0.6872,,Bathroom
qwen_vl,5ec4f953f0611d7ddd741660,as,Q5,bathroom privacy,bathroom,correct,0.6959,0.6872,,Bathroom
qwen_vl,5d4be0f4cf0b3a0f3f33a2f3,as,Q5,bathroom privacy,person applying makeup,misclassification,0.1,0.5006,,Person applying makeup
qwen_vl,5d4be05fcf0b3a0f3f3391d2,as,Q5,bathroom privacy,bathroom,correct,0.6959,0.6872,,Bathroom
qwen_vl,5d4be986cf0b3a0f3f348c8c,as,Q5,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5d4bf1cccf0b3a0f3f357214,am,Q1,bathroom privacy,dog sleeping,misclassification,-0.0188,0.5008,,Dog sleeping
qwen_vl,5d4bf445cf0b3a0f3f35b5a6,am,Q1,bathroom privacy,corrugated metal structure,misclassification,-0.0019,0.5107,,corrugated metal structure
qwen_vl,5d4bf1e6cf0b3a0f3f357506,am,Q1,bathroom privacy,vegetation,misclassification,0.0502,0.5056,,Vegetation
qwen_vl,5d4bf21fcf0b3a0f3f357bb6,am,Q1,bathroom privacy,corrugated metal door,misclassification,0.1054,0.5363,,Corrugated metal door
qwen_vl,5d4be663cf0b3a0f3f34394d,am,Q1,bathroom privacy,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5d4bf1b0cf0b3a0f3f356ee2,am,Q1,bathroom privacy,graffiti on a door,misclassification,0.2469,0.502,,Graffiti on a door
qwen_vl,5d4bf48bcf0b3a0f3f35bce4,am,Q1,bathroom privacy,toilet,correct,0.5253,0.5841,,Toilet
qwen_vl,5d4bf24fcf0b3a0f3f3580e0,am,Q2,bathroom privacy,toilet,correct,0.5253,0.5841,,Toilet
qwen_vl,5d4bf276cf0b3a0f3f358490,am,Q2,bathroom privacy,trash and debris,misclassification,0.1829,0.5009,,Trash and debris
qwen_vl,5d4bec6acf0b3a0f3f34de44,am,Q2,bathroom privacy,grass,misclassification,0.1345,0.5009,,Grass
qwen_vl,5f42e470ebd73b4fea79c78c,am,Q2,bathroom privacy,shack,misclassification,0.1695,0.5086,,Shack
qwen_vl,5d4bf302cf0b3a0f3f359534,am,Q2,bathroom privacy,public bathroom,correct,0.775,0.6561,,Public bathroom
qwen_vl,5d4bf3f8cf0b3a0f3f35adcc,am,Q2,bathroom privacy,clothesline,misclassification,0.1653,0.5635,,Clothesline
qwen_vl,5ec4f882f0611d7ddd740f72,am,Q2,bathroom privacy,bathroom,correct,0.6959,0.6872,,Bathroom
qwen_vl,5ec4fa8cf0611d7ddd74209a,am,Q2,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5ec4fa7df0611d7ddd742019,am,Q2,bathroom privacy,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5d4be15acf0b3a0f3f33aecf,am,Q2,bathroom privacy,blue wooden slats,misclassification,0.0829,0.5214,,Blue wooden slats
qwen_vl,5d4be151cf0b3a0f3f33adbd,am,Q3,bathroom privacy,bathroom,correct,0.6959,0.6872,,Bathroom
qwen_vl,5d4be179cf0b3a0f3f33b25d,am,Q3,bathroom privacy,bathroom,correct,0.6959,0.6872,,Bathroom
qwen_vl,5d4bebc8cf0b3a0f3f34cdcb,am,Q3,bathroom privacy,bathroom,correct,0.6959,0.6872,,Bathroom
qwen_vl,5d4be194cf0b3a0f3f33b47b,am,Q3,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5ec4f751f0611d7ddd740510,am,Q3,bathroom privacy,toilet,correct,0.5253,0.5841,,Toilet
qwen_vl,5ec4f761f0611d7ddd74058e,am,Q3,bathroom privacy,shower,correct,0.4673,0.5695,,Shower
qwen_vl,5d4bdebfcf0b3a0f3f336819,am,Q3,bathroom privacy,closet,misclassification,0.3998,0.5301,,Closet
qwen_vl,5ec4fb31f0611d7ddd74260e,am,Q3,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5d4bf40ecf0b3a0f3f35afce,am,Q3,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5d4bde43cf0b3a0f3f335d25,am,Q3,bathroom privacy,closet,misclassification,0.3998,0.5301,,Closet
qwen_vl,5d4be3becf0b3a0f3f33ed91,am,Q3,bathroom privacy,bathroom door,correct,0.5929,0.6318,,Bathroom door
qwen_vl,5d4bde4ecf0b3a0f3f335e43,am,Q3,bathroom privacy,person,misclassification,0.1827,0.5651,,Person
qwen_vl,5fa3e8e2b030741acf539365,am,Q3,bathroom privacy,shower curtain,misclassification,0.3873,0.5566,,Shower curtain
qwen_vl,5d4bef88cf0b3a0f3f3536c6,am,Q4,bathroom privacy,bathroom,correct,0.6959,0.6872,,Bathroom
qwen_vl,5d4bef9fcf0b3a0f3f35387e,am,Q4,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5d4bef7fcf0b3a0f3f3535be,am,Q4,bathroom privacy,bathroom,correct,0.6959,0.6872,,Bathroom
qwen_vl,5d4be1a7cf0b3a0f3f33b6b9,am,Q4,bathroom privacy,bathroom,correct,0.6959,0.6872,,Bathroom
qwen_vl,5ec4fb78f0611d7ddd74285f,am,Q4,bathroom privacy,bathroom,correct,0.6959,0.6872,,Bathroom
qwen_vl,5ec4fb08f0611d7ddd7424b7,am,Q4,bathroom privacy,bathroom,correct,0.6959,0.6872,,Bathroom
qwen_vl,5f4fa4d10ed38defe862b94b,am,Q4,bathroom privacy,bathroom,correct,0.6959,0.6872,,Bathroom
qwen_vl,5f176d189607c12b9774c1f7,am,Q4,bathroom privacy,bathroom shelf,correct,0.4834,0.6308,,Bathroom shelf
qwen_vl,5ec4f944f0611d7ddd7415e0,am,Q4,bathroom privacy,bathroom,correct,0.6959,0.6872,,Bathroom
qwen_vl,5d4be3f7cf0b3a0f3f33f41d,am,Q4,bathroom privacy,hallway,misclassification,0.3906,0.5206,,Hallway
qwen_vl,5d4bef9ecf0b3a0f3f35385c,am,Q4,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5d4be535cf0b3a0f3f341810,am,Q4,bathroom privacy,bathroom,correct,0.6959,0.6872,,Bathroom
qwen_vl,5d4bed2fcf0b3a0f3f34f24c,am,Q4,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5d4be4e6cf0b3a0f3f340eea,am,Q4,bathroom privacy,toilet,correct,0.5253,0.5841,,Toilet
qwen_vl,5f31d2eb1d4eb50e96cac358,am,Q4,bathroom privacy,bathroom,correct,0.6959,0.6872,,Bathroom
qwen_vl,5ec4f9f7f0611d7ddd741bda,am,Q5,bathroom privacy,shower stall,misclassification,0.4446,0.5581,,Shower stall
qwen_vl,5ec4f9fcf0611d7ddd741c05,am,Q5,bathroom privacy,bathroom,correct,0.6959,0.6872,,Bathroom
qwen_vl,5d4be1b6cf0b3a0f3f33b85f,am,Q5,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5d4bde5ccf0b3a0f3f335f83,am,Q5,bathroom privacy,closed door,misclassification,0.2878,0.5555,,closed door
qwen_vl,5d4be207cf0b3a0f3f33c019,am,Q5,bathroom privacy,doorway,misclassification,0.2922,0.5616,,Doorway
qwen_vl,5f8609e37299b59102922934,am,Q5,bathroom privacy,bathroom,correct,0.6959,0.6872,,Bathroom
qwen_vl,5d4be41dcf0b3a0f3f33f86e,am,Q5,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5d4be04acf0b3a0f3f338f56,am,Q5,bathroom privacy,closet doors,misclassification,0.4043,0.5453,,Closet doors
qwen_vl,5d4bebf0cf0b3a0f3f34d283,am,Q5,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5ec4f60ef4a4fb7dc0387c68,am,Q5,bathroom privacy,bathroom,correct,0.6959,0.6872,,Bathroom
qwen_vl,5d4befa6cf0b3a0f3f35393a,am,Q5,bathroom privacy,closed wooden door,misclassification,0.2047,0.5419,,closed wooden door
qwen_vl,5d4bdeedcf0b3a0f3f336d4b,eu,Q2,bathroom privacy,abandoned building,misclassification,0.1501,0.5091,,Abandoned building
qwen_vl,5d4be916cf0b3a0f3f347f86,eu,Q3,bathroom privacy,wooden door,misclassification,0.2015,0.5266,,Wooden door
qwen_vl,5d4be965cf0b3a0f3f3488b8,eu,Q3,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5ec4fc54f0611d7ddd742f8c,eu,Q3,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5ec4fbf3f0611d7ddd742c6f,eu,Q3,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5d4bdf7ccf0b3a0f3f337b93,eu,Q4,bathroom privacy,shower room,correct,0.5108,0.5968,,Shower room
qwen_vl,5ec4fabef0611d7ddd742246,eu,Q4,bathroom privacy,door handle,misclassification,0.1686,0.5393,,Door handle
qwen_vl,5d4bde73cf0b3a0f3f33617f,eu,Q4,bathroom privacy,bathroom,correct,0.6959,0.6872,,Bathroom
qwen_vl,5ec4f8d6f0611d7ddd741238,eu,Q4,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5d4bdea3cf0b3a0f3f336617,eu,Q4,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5f6241eec9cd32e83950a240,eu,Q4,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5d4bdf80cf0b3a0f3f337c05,eu,Q4,bathroom privacy,bathroom,correct,0.6959,0.6872,,Bathroom
qwen_vl,5d4bdf9fcf0b3a0f3f337f33,eu,Q4,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5ec4f5c4f4a4fb7dc03879db,eu,Q4,bathroom privacy,curtain,misclassification,0.3737,0.5449,,Curtain
qwen_vl,5ec4f931f0611d7ddd74154c,eu,Q5,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5ec4f8a6f0611d7ddd74109e,eu,Q5,bathroom privacy,bathroom,correct,0.6959,0.6872,,Bathroom
qwen_vl,5d4bde8bcf0b3a0f3f3363db,eu,Q5,bathroom privacy,door handle,misclassification,0.1686,0.5393,,Door handle
qwen_vl,5ec4f909f0611d7ddd7413e6,eu,Q5,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5ec4fc2df0611d7ddd742e50,eu,Q5,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5d4be8dacf0b3a0f3f34788c,eu,Q5,bathroom privacy,bathroom,correct,0.6959,0.6872,,Bathroom
qwen_vl,5ec4f8ecf0611d7ddd7412fe,eu,Q5,bathroom privacy,bathroom,correct,0.6959,0.6872,,Bathroom
qwen_vl,5ec4f917f0611d7ddd741462,eu,Q5,bathroom privacy,bathroom,correct,0.6959,0.6872,,Bathroom
qwen_vl,5ec4f8faf0611d7ddd74137a,eu,Q5,bathroom privacy,toilet,correct,0.5253,0.5841,,Toilet
qwen_vl,605a7446801a87271885f00a,eu,Q5,bathroom privacy,door handle and keyhole,misclassification,0.1488,0.5109,,Door handle and keyhole
qwen_vl,5ed6e46cb323613afe9eb423,eu,Q5,bathroom privacy,doors,misclassification,0.324,0.5727,,Doors
qwen_vl,5ec4f925f0611d7ddd7414e1,eu,Q5,bathroom privacy,bathroom door,correct,0.5929,0.6318,,Bathroom door
qwen_vl,5d4be928cf0b3a0f3f348192,eu,Q5,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5ec4f5453f62767d97a472ba,eu,Q5,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5d4bf33acf0b3a0f3f359b50,af,Q1,bathroom/toilet,ancient structure,misclassification,0.1898,0.5057,,Ancient structure
qwen_vl,5d4bf46ccf0b3a0f3f35b9f0,af,Q1,bathroom/toilet,agricultural field,misclassification,0.0624,0.5006,,Agricultural field
qwen_vl,5d4bdf76cf0b3a0f3f337ae7,af,Q1,bathroom/toilet,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5d4bec4ccf0b3a0f3f34db14,af,Q1,bathroom/toilet,shanty town,misclassification,0.2874,0.5218,,Shanty town
qwen_vl,5d4bec96cf0b3a0f3f34e2fe,af,Q1,bathroom/toilet,pathway in a forested area,misclassification,0.0382,0.5006,,Pathway in a forested area
qwen_vl,5d4bf043cf0b3a0f3f354a2e,af,Q1,bathroom/toilet,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5d4bf34ecf0b3a0f3f359d7a,af,Q1,bathroom/toilet,hut,misclassification,0.3127,0.5712,,Hut
qwen_vl,5d4becd7cf0b3a0f3f34e8ae,af,Q1,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4beceacf0b3a0f3f34eaea,af,Q1,bathroom/toilet,grassland with trees,misclassification,0.0971,0.5006,,Grassland with trees
qwen_vl,5d4bef06cf0b3a0f3f3527a8,af,Q1,bathroom/toilet,vegetation,misclassification,0.1708,0.5014,,Vegetation
qwen_vl,5d4bf02ecf0b3a0f3f35482c,af,Q1,bathroom/toilet,thatched roof structure,misclassification,0.0648,0.5006,,Thatched roof structure
qwen_vl,5d4bf119cf0b3a0f3f355f9e,af,Q1,bathroom/toilet,garden gate,misclassification,0.2118,0.5022,,Garden gate
qwen_vl,5d4bf369cf0b3a0f3f359f8c,af,Q1,bathroom/toilet,shack,misclassification,0.369,0.5047,,Shack
qwen_vl,5d4bdf30cf0b3a0f3f337431,af,Q1,bathroom/toilet,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5d4bf018cf0b3a0f3f354606,af,Q1,bathroom/toilet,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5d4bf049cf0b3a0f3f354adc,af,Q1,bathroom/toilet,shanty town,misclassification,0.2874,0.5218,,Shanty town
qwen_vl,5d4befbfcf0b3a0f3f353c28,af,Q1,bathroom/toilet,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5d4beff0cf0b3a0f3f354174,af,Q1,bathroom/toilet,cornfield,misclassification,0.1859,0.5049,,Cornfield
qwen_vl,5d4bf39dcf0b3a0f3f35a542,af,Q1,bathroom/toilet,desert landscape,misclassification,0.1815,0.5006,,Desert landscape
qwen_vl,5d4bf37dcf0b3a0f3f35a1e8,af,Q1,bathroom/toilet,mud wall,misclassification,0.3528,0.5085,,Mud wall
qwen_vl,5d4bf3b8cf0b3a0f3f35a814,af,Q1,bathroom/toilet,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5d4bef1fcf0b3a0f3f352a98,af,Q1,bathroom/toilet,forest floor,misclassification,0.2674,0.5049,,Forest floor
qwen_vl,5d4bf08ccf0b3a0f3f3551a2,af,Q1,bathroom/toilet,forest floor,misclassification,0.2674,0.5049,,Forest floor
qwen_vl,5d4bf002cf0b3a0f3f354396,af,Q1,bathroom/toilet,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5d4beee7cf0b3a0f3f352416,af,Q1,bathroom/toilet,trashy landscape,misclassification,0.2605,0.5095,,Trashy landscape
qwen_vl,5d4bdf6dcf0b3a0f3f3379ff,af,Q1,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4bf0f3cf0b3a0f3f355c94,af,Q1,bathroom/toilet,dirty floor,correct,0.4675,0.532,,Dirty floor
qwen_vl,5d4bee3bcf0b3a0f3f351038,af,Q1,bathroom/toilet,hut entrance,misclassification,0.3267,0.5536,,Hut entrance
qwen_vl,5d4becb5cf0b3a0f3f34e5d8,af,Q1,bathroom/toilet,forest,misclassification,0.1782,0.5006,,Forest
qwen_vl,5d4bf0d4cf0b3a0f3f3558f2,af,Q1,bathroom/toilet,tree in a forested area,misclassification,-0.0066,0.5006,,Tree in a forested area
qwen_vl,5d4be1cfcf0b3a0f3f33ba7f,af,Q1,bathroom/toilet,rusted metal structure,misclassification,0.0712,0.5006,,Rusted metal structure
qwen_vl,5d4bf0aecf0b3a0f3f35550e,af,Q1,bathroom/toilet,trash in a natural area,misclassification,0.315,0.5032,,Trash in a natural area
qwen_vl,5ed16fd2581a3d46fa7f8e25,af,Q1,bathroom/toilet,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5d4bf055cf0b3a0f3f354bf0,af,Q1,bathroom/toilet,rustic door,misclassification,0.2751,0.5099,,Rustic door
qwen_vl,5d4bf3dacf0b3a0f3f35aa68,af,Q1,bathroom/toilet,bushes,misclassification,0.2575,0.5348,,Bushes
qwen_vl,5d4be22dcf0b3a0f3f33c445,af,Q1,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4bed6bcf0b3a0f3f34f942,af,Q1,bathroom/toilet,construction debris,misclassification,0.1363,0.5006,,Construction debris
qwen_vl,5d4bed8acf0b3a0f3f34fce6,af,Q1,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4bee0ccf0b3a0f3f350be6,af,Q1,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4be3fccf0b3a0f3f33f4b2,af,Q1,bathroom/toilet,trench,misclassification,0.3283,0.5266,,Trench
qwen_vl,5d4bdf25cf0b3a0f3f337315,af,Q2,bathroom/toilet,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5d4bf42dcf0b3a0f3f35b2ee,af,Q2,bathroom/toilet,shack,misclassification,0.369,0.5047,,Shack
qwen_vl,5d4bdf73cf0b3a0f3f337a9d,af,Q2,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4bedbdcf0b3a0f3f3502b8,af,Q2,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4beda4cf0b3a0f3f34ffce,af,Q2,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5ec4fb10f0611d7ddd7424f8,af,Q2,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4bed4ccf0b3a0f3f34f5a8,af,Q2,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4bee46cf0b3a0f3f351196,af,Q2,bathroom/toilet,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5d4bdee7cf0b3a0f3f336c89,af,Q2,bathroom/toilet,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5ec4f9e7f0611d7ddd741b61,af,Q2,bathroom/toilet,bamboo structure,misclassification,0.111,0.5221,,Bamboo structure
qwen_vl,5f046b8535531c3105a0fd17,af,Q2,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5ec4faccf0611d7ddd7422be,af,Q2,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4bee5bcf0b3a0f3f3513e0,af,Q3,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4be253cf0b3a0f3f33c85f,af,Q3,bathroom/toilet,doorway,misclassification,0.4147,0.5379,,Doorway
qwen_vl,5ec4f9d0f0611d7ddd741a94,af,Q3,bathroom/toilet,banana plantation,misclassification,0.2282,0.5006,,Banana plantation
qwen_vl,5ec4fa3af0611d7ddd741e18,af,Q3,bathroom/toilet,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5ec4f9def0611d7ddd741b13,af,Q3,bathroom/toilet,wooden structure,misclassification,0.1798,0.5103,,Wooden structure
qwen_vl,5d4be008cf0b3a0f3f338978,af,Q3,bathroom/toilet,bucket,misclassification,0.3993,0.5049,,Bucket
qwen_vl,5ec4f97bf0611d7ddd7417bd,af,Q3,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4be288cf0b3a0f3f33ce2d,af,Q3,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4bf230cf0b3a0f3f357dbe,af,Q3,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
